ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Peru;Suriname;Venezuela;Herrero_Jauregui_et_al_2013;Piponiot_et_al_2019;number_individuals_ATDN_plots;number_plots_ATDN;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check_ITTO_commercial_spp;check_ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP_8.5;2050_RCP_2.6_2050_IGS;2050_RCP_2.6_2050_BAU;2050_RCP_8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
649;Nectandra lineata;Lauraceae;Nectandra;(Kunth) Rohwer;http://www.tropicos.org/Name/17806021;tree;0;0;0;0;0;0;0;0;0;1;0;40;9;7702126;6;89;0;NA;NA;0;0;Least Concern;2019;NA;NA;EN;CR;EN;EN;CR;CR;WAN;0
650;Nectandra lineatifolia;Lauraceae;Nectandra;(Ruiz & Pav.) Mez;http://www.tropicos.org/Name/17800077;tree;0;0;0;0;0;0;1;0;0;0;0;12;5;4267497;6;63;0;NA;NA;0;0;Least Concern;2018;NA;NA;VU;EN;VU;VU;EN;EN;WAN;0
651;Nectandra longifolia;Lauraceae;Nectandra;(Ruiz & Pav.) Nees;http://www.tropicos.org/Name/17801079;tree;0;0;0;0;0;0;1;0;0;0;0;106;37;35591843;7;55;0;NA;NA;0;0;NA;NA;NA;NA;VU;NA;VU;VU;VU;VU;WAN;0
652;Nectandra membranacea;Lauraceae;Nectandra;(Sw.) Griseb.;http://www.tropicos.org/Name/17801086;tree;0;0;0;1;0;0;1;0;0;1;0;75;21;12291493;7;9;0;NA;NA;0;0;Least Concern;2019;NA;VU;EN;CR;EN;EN;CR;CR;WAN;0
653;Nectandra pulverulenta;Lauraceae;Nectandra;Nees;http://www.tropicos.org/Name/17801111;tree;0;0;0;0;0;0;1;0;0;0;0;235;66;58163855;7;76;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
654;Nectandra reticulata;Lauraceae;Nectandra;(Ruiz & Pav.) Mez;http://www.tropicos.org/Name/17800085;tree;0;0;1;1;0;0;1;0;1;1;0;42;23;18030109;7;26;0;NA;NA;0;0;Least Concern;2019;NA;VU;EN;CR;EN;EN;CR;CR;CA;0
655;Nectandra turbacensis;Lauraceae;Nectandra;(Kunth) Nees;http://www.tropicos.org/Name/17801137;tree;0;0;0;0;0;0;1;0;0;0;0;100;23;24658308;7;39;0;NA;NA;0;0;Least Concern;2021;NA;VU;VU;VU;VU;VU;VU;EN;WAN;0
656;Neea floribunda;Nyctaginaceae;Neea;Poepp. & Endl.;http://www.tropicos.org/Name/22500093;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;640;158;327921215;8;52;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
657;Neea ovalifolia;Nyctaginaceae;Neea;Spruce ex J.A. Schmidt;http://www.tropicos.org/Name/22500115;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;87;52;36056459;7;56;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
658;Ochroma pyramidale;Malvaceae;Ochroma;(Cav. ex Lam.) Urb.;http://www.tropicos.org/Name/3900204;tree;0;0;1;1;0;0;1;0;1;1;1;29;12;10194971;7;1;0;NA;NA;1;0;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;WAN;0
659;Ocotea aciphylla;Lauraceae;Ocotea;(Nees & Mart.) Mez;http://www.tropicos.org/Name/17800041;tree;0;0;1;0;0;0;1;0;0;0;1;1009;223;458300673;8;66;1;2;0.06;0;0;Lower Risk/least concern;1998;NA;VU;VU;VU;VU;VU;VU;VU;GS;0
660;Ocotea amazonica;Lauraceae;Ocotea;(Meisn.) Mez;http://www.tropicos.org/Name/17800046;tree;0;0;1;0;0;0;0;0;0;0;0;195;93;83312701;7;92;0;NA;NA;0;0;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;CA;0
661;Ocotea argyrophylla;Lauraceae;Ocotea;Ducke;http://www.tropicos.org/Name/17802108;tree;0;0;1;0;0;0;1;0;0;0;1;234;98;66345979;7;82;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
662;Ocotea bofo;Lauraceae;Ocotea;Kunth;http://www.tropicos.org/Name/17801157;tree;0;0;0;0;0;0;1;0;0;0;0;214;64;63802603;7;8;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;VU;VU;NA;VU;WAN;0
663;Ocotea cinerea;Lauraceae;Ocotea;van der Werff;http://www.tropicos.org/Name/50175370;tree;0;0;0;0;0;0;0;0;0;0;1;720;177;340900603;8;53;0;NA;NA;0;0;Least Concern;2021;VU;EN;CR;CR;CR;CR;CR;CR;CA;0
664;Ocotea costulata;Lauraceae;Ocotea;(Nees) Mez;http://www.tropicos.org/Name/17800194;tree;0;0;0;0;0;0;0;0;0;1;0;37;20;13735503;7;14;0;NA;NA;0;1;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
665;Ocotea cuneifolia;Lauraceae;Ocotea;(Ruiz & Pav.) Mez;http://www.tropicos.org/Name/17800196;tree;0;0;1;0;0;0;0;0;0;0;0;8;5;2999916;6;48;0;NA;NA;0;0;Least Concern;2021;NA;NA;CR;CR;CR;CR;CR;CR;WAN;0
666;Ocotea cymbarum;Lauraceae;Ocotea;Kunth;http://www.worldfloraonline.org/taxon/wfo-0000383024;tree;0;0;1;0;0;0;0;0;0;0;0;258;69;102185506;8;1;0;NA;NA;0;1;Lower Risk/least concern;1998;NA;VU;VU;NA;VU;VU;VU;VU;CA;0
667;Ocotea discrepens;Lauraceae;Ocotea;C.K. Allen;http://www.tropicos.org/Name/17803221;tree;0;0;0;0;0;0;0;1;0;0;0;1;1;173583;5;24;0;NA;NA;0;0;Least Concern;2021;NA;VU;CR;CR;CR;CR;CR;CR;GS;0
668;Ocotea fasciculata;Lauraceae;Ocotea;(Nees) Mez;http://www.tropicos.org/Name/17800216;shrub/ tree;0;0;1;0;0;0;0;1;0;0;0;201;33;14996938;7;18;0;NA;NA;0;0;Least Concern;2019;VU;EN;VU;EN;EN;EN;EN;CR;GS;0
669;Ocotea fragrantissima;Lauraceae;Ocotea;Ducke;http://www.worldfloraonline.org/taxon/wfo-0001070821;tree;0;1;0;0;0;0;0;0;0;0;1;11;6;6486256;6;81;0;NA;NA;0;0;Endangered;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
670;Ocotea glomerata;Lauraceae;Ocotea;(Nees) Mez;http://www.tropicos.org/Name/17800229;tree;0;0;0;0;0;0;0;1;1;0;1;702;93;196608949;8;29;0;NA;NA;0;0;Least Concern;2021;VU;EN;VU;EN;EN;CR;EN;CR;GS;0
671;Ocotea guianensis;Lauraceae;Ocotea;Aubl.;http://www.tropicos.org/Name/17800234;tree;0;0;0;0;0;0;0;1;0;0;1;938;120;372006594;8;57;0;NA;NA;0;0;Least Concern;2021;VU;VU;NA;VU;VU;VU;VU;EN;GS;0
672;Ocotea javitensis;Lauraceae;Ocotea;(Kunth) Pittier;http://www.tropicos.org/Name/17804691;tree;0;0;1;1;0;0;1;0;0;1;0;236;93;97054564;7;99;0;NA;NA;0;1;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
673;Ocotea marmellensis;Lauraceae;Ocotea;Mez;http://www.tropicos.org/Name/17801540;shrub/ tree;0;0;0;0;0;0;0;0;0;1;0;36;8;26237826;7;42;0;NA;NA;0;0;Vulnerable;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
674;Ocotea myriantha;Lauraceae;Ocotea;(Meisn.) Mez;http://www.tropicos.org/Name/17800275;tree;0;0;1;0;0;0;0;0;0;0;0;163;74;77383129;7;89;0;NA;NA;0;0;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
675;Ocotea neesiana;Lauraceae;Ocotea;(Miq.) Kosterm.;http://www.tropicos.org/Name/17802482;tree;0;0;0;0;0;0;0;0;0;0;1;59;12;15233303;7;18;0;NA;NA;0;1;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;EN;GS;0
676;Ocotea oblonga;Lauraceae;Ocotea;(Meisn.) Mez;http://www.tropicos.org/Name/17800282;tree;0;0;1;0;0;0;1;1;0;0;1;221;87;69499932;7;84;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
677;Ocotea obovata;Lauraceae;Ocotea;(Ruiz & Pav.) Mez;http://www.tropicos.org/Name/17800283;tree;0;0;0;0;0;0;1;0;0;0;0;45;12;11082654;7;4;0;NA;NA;0;0;Least Concern;2021;NA;VU;VU;EN;EN;EN;EN;EN;WAS;0
678;Ocotea percurrens;Lauraceae;Ocotea;Vicent.;http://www.tropicos.org/Name/50177654;tree;0;0;0;0;0;0;0;0;0;0;1;392;127;117476343;8;7;0;NA;NA;0;0;Least Concern;2019;VU;EN;EN;CR;EN;CR;CR;CR;SA;0
679;Ocotea petalanthera;Lauraceae;Ocotea;(Meisn.) Mez;http://www.tropicos.org/Name/17800291;tree;0;0;0;0;0;0;0;1;0;0;1;168;58;25278706;7;4;0;NA;NA;0;0;NA;NA;VU;VU;VU;VU;VU;EN;VU;EN;CA;0
680;Ocotea puberula;Lauraceae;Ocotea;(Rich.) Nees;http://www.tropicos.org/Name/17801225;tree;0;0;1;0;0;0;1;1;0;0;1;133;67;45012519;7;65;0;NA;NA;0;0;Lower Risk/least concern;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
681;Ocotea quixos;Lauraceae;Ocotea;(Lam.) Kosterm.;http://www.worldfloraonline.org/taxon/wfo-0000383286;tree;0;0;0;0;0;0;0;0;0;1;0;23;14;4936773;6;69;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
682;Ocotea rhodophylla;Lauraceae;Ocotea;Vicent.;http://www.tropicos.org/Name/50176261;tree;0;0;1;0;0;0;0;0;0;0;0;78;38;31719661;7;5;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
683;Ocotea schomburgkiana;Lauraceae;Ocotea;(Nees) Mez;http://www.tropicos.org/Name/17801238;tree;0;0;0;0;0;0;0;1;0;0;0;497;38;112586281;8;5;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;EN;VU;EN;EN;CR;GS;0
684;Ocotea splendens;Lauraceae;Ocotea;(Meisn.) Baill.;http://www.tropicos.org/Name/17800319;tree;0;0;0;0;0;0;0;1;0;0;1;155;69;76876446;7;89;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;EN;VU;EN;EN;EN;GS;0
685;Ocotea tomentella;Lauraceae;Ocotea;Sandwith;http://www.tropicos.org/Name/17802348;tree;0;0;0;0;0;0;0;0;0;0;1;77;40;12554503;7;1;0;NA;NA;0;0;Least Concern;2021;NA;VU;EN;EN;EN;CR;CR;CR;GS;0
686;Oenocarpus bacaba;Arecaceae;Oenocarpus;Mart.;http://www.tropicos.org/Name/2400590;palm tree;1;0;0;0;0;0;0;0;0;0;0;13982;470;1001787109;9;1;4;0.25;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
687;Oenocarpus bataua;Arecaceae;Oenocarpus;Mart.;http://www.tropicos.org/Name/2400591;palm tree;1;0;0;0;0;0;0;0;0;0;0;7247;507;2810767264;9;45;1;3;0.31;0;0;NA;NA;NA;VU;NA;NA;VU;VU;VU;VU;WAN;0
688;Onychopetalum amazonicum;Annonaceae;Onychopetalum;R.E. Fr.;http://www.tropicos.org/Name/50103493;tree;0;1;0;0;0;0;0;0;0;0;0;870;123;98687371;7;99;0;NA;NA;0;0;Least Concern;2020;VU;EN;VU;VU;EN;CR;EN;CR;SA;0
689;Ormosia amazonica;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011034;tree;0;0;0;0;0;0;1;0;0;0;0;21;18;10660284;7;3;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;0
690;Ormosia cinerea;Fabaceae;Ormosia;Benoist;http://www.tropicos.org/Name/13011041;tree;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
691;Ormosia coarctata;Fabaceae;Ormosia;Jacks.;http://www.tropicos.org/Name/13030748;tree;0;0;0;0;0;0;0;0;1;1;0;34;20;17728225;7;25;0;NA;NA;0;0;Least Concern;2021;VU;VU;VU;VU;EN;EN;EN;CR;GS;0
692;Ormosia coccinea;Fabaceae;Ormosia;(Aubl.) Jacks.;http://www.tropicos.org/Name/13030749;tree;0;0;0;0;0;1;1;1;0;1;0;117;51;33268277;7;52;0;NA;NA;0;1;Least Concern;2020;NA;VU;NA;VU;VU;VU;VU;VU;GS;0
693;Ormosia costulata;Fabaceae;Ormosia;(Miq.) Kleinhoonte;http://www.tropicos.org/Name/13011044;tree;0;0;0;0;0;0;0;1;0;0;0;106;41;22720945;7;36;0;NA;NA;0;0;NA;NA;NA;VU;VU;VU;EN;EN;EN;EN;GS;0
694;Ormosia coutinhoi;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011046;tree;0;0;0;0;0;0;0;1;0;0;1;345;57;56751253;7;75;0;NA;NA;0;0;Least Concern;2019;VU;EN;EN;CR;CR;CR;CR;CR;GS;0
695;Ormosia macrocalyx;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011069;tree;0;0;0;0;0;0;1;0;0;0;0;60;30;37426645;7;57;0;NA;NA;0;0;Least Concern;2021;NA;VU;VU;VU;VU;EN;VU;VU;CA;0
696;Ormosia melanocarpa;Fabaceae;Ormosia;Kleinhoonte;http://www.tropicos.org/Name/13011071;tree;0;0;0;0;0;0;0;1;0;0;0;13;7;1200307;6;8;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
697;Ormosia nobilis;Fabaceae;Ormosia;Tul.;http://www.tropicos.org/Name/13030762;tree;1;0;0;0;0;0;0;0;0;1;1;41;30;18365162;7;26;0;NA;NA;0;0;Least Concern;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
698;Ormosia paraensis;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011079;tree;0;0;1;0;0;0;1;1;1;1;1;467;183;195831570;8;29;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
699;Ormosia schunkei;Fabaceae;Ormosia;Rudd;http://www.tropicos.org/Name/13013298;tree;0;0;0;0;0;0;1;0;0;0;0;1;1;447285;5;65;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
700;Ormosia stipularis;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011087;tree;0;0;0;0;0;0;0;1;0;0;0;4;3;572101;5;76;0;NA;NA;0;0;NA;NA;VU;EN;NA;VU;VU;EN;VU;EN;SA;0
701;Osteophloeum platyspermum;Myristicaceae;Osteophloeum;(Spruce ex A. DC.) Warb.;http://www.tropicos.org/Name/21800088;tree;0;1;1;1;0;0;1;0;0;1;1;1417;441;497202307;8;7;1;4;0.13;0;0;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;GS;0
702;Otoba glycycarpa;Myristicaceae;Otoba;(Ducke) W.A. Rodrigues & T.S. Jaram.;http://www.tropicos.org/Name/21800191;tree;0;0;1;0;0;0;1;0;0;1;0;1089;97;248467135;8;4;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;VU;VU;VU;VU;VU;WAN;0
703;Otoba parvifolia;Myristicaceae;Otoba;(Markgr.) A.H. Gentry;http://www.tropicos.org/Name/21800182;tree;0;0;1;1;0;0;1;0;0;1;1;2037;142;467648242;8;67;1;4;0.46;0;1;NA;NA;NA;NA;NA;NA;NA;VU;VU;VU;WAN;0
704;Ouratea castaneifolia;Ochnaceae;Ouratea;(DC.) Engl.;http://www.tropicos.org/Name/22800062;tree;0;0;0;0;0;0;0;1;0;0;0;77;35;18996530;7;28;0;NA;NA;0;0;NA;NA;VU;EN;VU;VU;EN;CR;EN;CR;SA;0
705;Ouratea guianensis;Ochnaceae;Ouratea;Aubl.;http://www.tropicos.org/Name/22800563;tree;0;0;0;0;0;0;0;1;0;0;0;13;8;3066700;6;49;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
706;Oxandra asbeckii;Annonaceae;Oxandra;(Pulle) R.E. Fr.;http://www.tropicos.org/Name/1601731;tree;0;0;0;0;0;0;0;1;0;0;1;1001;97;142564371;8;15;0;NA;NA;0;0;Least Concern;2021;NA;NA;VU;VU;VU;VU;VU;EN;GS;0
707;Pachira aquatica;Malvaceae;Pachira;Aubl.;http://www.tropicos.org/Name/3900113;tree;1;0;1;0;0;0;0;0;0;1;1;521;85;95341544;7;98;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
708;Pachira dolichocalyx;Malvaceae;Pachira;A. Robyns;http://www.tropicos.org/Name/50294721;tree;0;0;0;0;0;0;0;0;0;0;1;44;12;3092110;6;49;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
709;Pachira flaviflora;Malvaceae;Pachira;(Pulle) Fern. Alonso;http://www.tropicos.org/Name/50138741;tree;0;0;0;0;0;0;0;1;0;0;0;418;35;54234491;7;73;0;NA;NA;0;0;NA;NA;NA;VU;EN;EN;EN;EN;CR;CR;GS;0
710;Pachira insignis;Malvaceae;Pachira;(Sw.) Sw. ex Savigny;http://www.tropicos.org/Name/3900205;tree;0;0;0;0;0;0;0;1;0;0;0;499;122;194470790;8;29;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
711;Pachira minor;Malvaceae;Pachira;(Sims) Hemsl.;http://www.tropicos.org/Name/3900552;tree;0;0;1;0;0;0;0;1;0;0;0;8;4;6204009;6;79;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
712;Pachira nervosa;Malvaceae;Pachira;(Uittien) Fern. Alonso;http://www.tropicos.org/Name/50138752;tree;0;0;0;0;0;0;0;1;0;0;0;118;52;48047266;7;68;0;NA;NA;0;0;NA;NA;VU;EN;VU;EN;EN;EN;CR;CR;GS;0
713;Pachira quinata;Malvaceae;Pachira;W.S. Alverson;http://www.tropicos.org/Name/3900714;tree;0;0;0;0;0;0;0;0;0;1;0;NA;NA;NA;NA;0;NA;NA;0;1;Vulnerable;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
714;Pachira rupicola;Malvaceae;Pachira;(A. Robyns) W.S. Alverson;http://www.tropicos.org/Name/3900718;tree;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Data Deficient;2021;NA;VU;CR;CR;CR;CR;CR;CR;GS;0;NA
715;Palicourea guianensis;Rubiaceae;Palicourea;Aubl.;http://www.tropicos.org/Name/27902995;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;187;45;31524051;7;5;0;NA;NA;0;0;NA;NA;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
716;Parahancornia fasciculata;Apocynaceae;Parahancornia;(Poir.) Benoist;http://www.tropicos.org/Name/1800967;tree;0;1;0;0;0;1;0;1;0;0;1;198;122;46381054;7;67;0;NA;NA;0;1;Least Concern;2020;VU;VU;VU;EN;VU;EN;EN;CR;GS;0
717;Paramachaerium ormosioides;Fabaceae;Paramachaerium;(Ducke) Ducke;http://www.tropicos.org/Name/13011302;tree;0;0;0;0;1;0;0;0;0;1;1;376;53;104156977;8;2;0;NA;NA;0;0;NA;NA;NA;VU;EN;EN;EN;CR;EN;CR;CA;0
718;Paramachaerium schunkei;Fabaceae;Paramachaerium;Rudd;http://www.tropicos.org/Name/13041187;tree;0;0;0;0;0;0;1;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Vulnerable;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
719;Parinari campestris;Chrysobalanaceae;Parinari;Aubl.;http://www.tropicos.org/Name/7400593;tree;0;0;1;0;0;1;0;1;0;0;1;186;63;49792784;7;7;0;NA;NA;0;0;Least Concern;2018;VU;VU;EN;EN;EN;CR;EN;CR;GS;0
720;Parinari excelsa;Chrysobalanaceae;Parinari;Sabine;http://www.tropicos.org/Name/7400307;tree;0;0;0;0;0;0;0;1;1;0;1;438;184;141390928;8;15;0;NA;NA;0;1;Least Concern;2017;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
721;Parinari montana;Chrysobalanaceae;Parinari;Aubl.;http://www.tropicos.org/Name/7400285;tree;0;0;0;0;0;0;0;0;0;0;1;79;63;39258707;7;59;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
722;Parinari rodolphii;Chrysobalanaceae;Parinari;Huber;http://www.tropicos.org/Name/7400327;tree;0;0;0;0;0;0;0;1;0;0;1;93;51;20610848;7;31;0;NA;NA;0;1;NA;NA;VU;VU;VU;EN;VU;EN;CR;CR;GS;0
723;Parkia balslevii;Fabaceae;Parkia;H.C. Hopkins;http://www.tropicos.org/Name/13067609;tree;0;0;1;0;0;0;0;0;0;0;0;28;17;4247765;6;63;0;NA;NA;0;0;Least Concern;2004;NA;NA;EN;EN;EN;EN;CR;CR;WAN;0
724;Parkia decussata;Fabaceae;Parkia;Ducke;http://www.tropicos.org/Name/13011309;tree;0;0;0;0;0;0;0;0;0;0;1;110;59;26415462;7;42;0;NA;NA;0;0;NA;NA;NA;VU;EN;EN;EN;CR;EN;CR;CA;0
725;Parkia discolor;Fabaceae;Parkia;Spruce ex Benth.;http://www.tropicos.org/Name/13031290;tree;0;0;1;0;0;0;0;0;0;0;0;116;31;31959075;7;5;0;NA;NA;0;0;Least Concern;2018;NA;VU;VU;VU;EN;EN;EN;EN;CA;0
726;Parkia gigantocarpa;Fabaceae;Parkia;Ducke;http://www.tropicos.org/Name/13011310;tree;1;0;0;0;0;0;0;0;0;0;1;36;28;18038416;7;26;0;NA;NA;0;0;NA;NA;VU;EN;EN;CR;EN;CR;CR;CR;CA;0
727;Parkia multijuga;Fabaceae;Parkia;Benth.;http://www.tropicos.org/Name/13031301;tree;0;1;1;1;0;0;1;0;0;1;1;847;274;284122012;8;45;0;NA;NA;1;0;Least Concern;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
728;Parkia nitida;Fabaceae;Parkia;Miq.;http://www.tropicos.org/Name/13031302;tree;0;0;1;0;0;0;1;1;1;1;1;489;252;139558801;8;14;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;0
729;Parkia panurensis;Fabaceae;Parkia;Benth. ex H.C. Hopkins;http://www.tropicos.org/Name/13041190;tree;0;0;1;0;0;0;0;0;0;1;0;182;76;80594790;7;91;0;NA;NA;0;0;Least Concern;2018;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
730;Parkia paraensis;Fabaceae;Parkia;Ducke;http://www.tropicos.org/Name/13011317;tree;0;0;0;0;0;0;0;0;0;0;1;4;2;587914;5;77;0;NA;NA;0;1;Near Threatened;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
731;Parkia pendula;Fabaceae;Parkia;(Willd.) Benth. ex Walp.;http://www.tropicos.org/Name/13031307;tree;1;1;0;0;1;0;1;1;0;1;1;303;186;112707292;8;5;0;NA;NA;0;1;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
732;Parkia ulei;Fabaceae;Parkia;(Harms) Kuhlm.;http://www.tropicos.org/Name/13011322;tree;0;0;0;0;0;0;0;1;0;0;1;153;75;23153803;7;36;0;NA;NA;0;0;Least Concern;2012;VU;EN;EN;CR;EN;CR;CR;CR;CA;0
733;Parkia velutina;Fabaceae;Parkia;Benoist;http://www.tropicos.org/Name/13011324;tree;0;0;1;0;0;0;0;0;0;1;1;170;97;43964381;7;64;0;NA;NA;0;0;Least Concern;2018;NA;VU;VU;VU;VU;VU;VU;EN;CA;0
734;Pausandra martinii;Euphorbiaceae;Pausandra;Baill.;http://www.tropicos.org/Name/12805153;tree;0;0;0;0;0;0;0;1;0;0;0;52;15;17096279;7;23;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
735;Paypayrola guianensis;Violaceae;Paypayrola;Aubl.;http://www.tropicos.org/Name/33801099;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;90;18;22770972;7;36;0;NA;NA;0;0;Least Concern;2019;NA;VU;EN;CR;CR;CR;CR;CR;GS;0
736;Paypayrola longifolia;Violaceae;Paypayrola;Tul.;http://www.tropicos.org/Name/33800158;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;127;35;28128762;7;45;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;EN;VU;EN;EN;EN;GS;0
737;Peltogyne catingae;Fabaceae;Peltogyne;Ducke;http://www.tropicos.org/Name/13011986;tree;1;0;0;0;0;0;0;0;0;0;1;293;78;194532528;8;29;1;4;0.04;0;0;Least Concern;2021;NA;VU;EN;EN;EN;CR;CR;CR;CA;0
738;Peltogyne floribunda;Fabaceae;Peltogyne;(Kunth) Pittier;http://www.tropicos.org/Name/13011990;tree;0;0;0;0;0;0;0;0;0;1;0;184;16;52015648;7;72;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
739;Peltogyne maranhensis;Fabaceae;Peltogyne;Huber ex Ducke;http://www.tropicos.org/Name/13011994;tree;0;1;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
740;Peltogyne paniculata;Fabaceae;Peltogyne;Benth.;http://www.tropicos.org/Name/13031346;tree;0;0;0;0;0;0;0;1;1;1;1;721;198;323412160;8;51;0;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
741;Peltogyne paradoxa;Fabaceae;Peltogyne;Ducke;http://www.tropicos.org/Name/13011997;tree;0;0;0;0;0;0;0;0;0;0;1;2;2;404049;5;61;0;NA;NA;0;0;Vulnerable;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
742;Peltogyne subsessilis;Fabaceae;Peltogyne;W.A. Rodrigues;http://www.tropicos.org/Name/13013341;tree;0;1;0;0;0;0;0;0;0;0;0;87;9;58370702;7;77;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
743;Peltogyne venosa;Fabaceae;Peltogyne;(Vahl) Benth.;http://www.tropicos.org/Name/13031349;tree;0;0;0;0;0;0;0;1;0;0;0;291;90;61950101;7;79;0;NA;NA;0;0;NA;NA;NA;VU;VU;EN;EN;EN;EN;EN;GS;0
744;Pentaclethra macroloba;Fabaceae;Pentaclethra;(Willd.) Kuntze;http://www.tropicos.org/Name/13012015;tree;0;0;0;0;0;0;0;0;1;1;0;10226;203;1710045088;9;23;1;5;0.08;0;1;Least Concern;2019;NA;VU;EN;CR;EN;CR;CR;CR;GS;0
